accuracy,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall,Epoch
0.24015037715435028,2.140010118484497,0.6014388203620911,0.041904762387275696,0.24112215638160706,2.2451796531677246,0.49367088079452515,0.04154829680919647,1
0.359375,1.8291407823562622,0.875,0.21875,0.28205129504203796,2.4115564823150635,1.0,0.025641025975346565,2
0.469273179769516,1.5192967653274536,0.7244046926498413,0.23939849436283112,0.44602271914482117,1.5630608797073364,0.6523772478103638,0.2972301244735718,3
0.53125,1.0983548164367676,0.699999988079071,0.328125,0.5128205418586731,1.5602202415466309,0.5882353186607361,0.25641027092933655,4
0.620200514793396,1.0763376951217651,0.7802244424819946,0.46000000834465027,0.5127840638160706,1.3228274583816528,0.6807228922843933,0.40127840638160706,5
0.65625,0.8998975157737732,0.7441860437393188,0.5,0.5897436141967773,1.2547149658203125,0.800000011920929,0.41025641560554504,6
0.7085714340209961,0.8367761373519897,0.820379376411438,0.6005012392997742,0.6448863744735718,1.0329779386520386,0.752042293548584,0.5557528138160706,7
0.75,0.6453460454940796,0.8269230723381042,0.671875,0.6666666865348816,0.9401108026504517,0.65625,0.5384615659713745,8
0.7558395862579346,0.7049717307090759,0.8361924886703491,0.6767919659614563,0.6416903138160706,1.0265804529190063,0.7388914227485657,0.5727983117103577,9
0.703125,0.8412450551986694,0.8163265585899353,0.625,0.6666666865348816,0.7985457181930542,0.8125,0.6666666865348816,10
0.7914285659790039,0.5965951085090637,0.8589251041412354,0.7281704545021057,0.6871448755264282,0.9227893352508545,0.7533783912658691,0.6335227489471436,11
0.734375,0.5358180999755859,0.8148148059844971,0.6875,0.7948718070983887,0.6900990009307861,0.875,0.7179487347602844,12
0.8212531208992004,0.5061798691749573,0.8739034533500671,0.773984968662262,0.6860795617103577,0.9747400283813477,0.7430441975593567,0.6448863744735718,13
0.78125,0.6133240461349487,0.8421052694320679,0.75,0.6666666865348816,1.2658002376556396,0.7428571581840515,0.6666666865348816,14
0.8427568674087524,0.44741150736808777,0.8839526772499084,0.8048621416091919,0.6906960010528564,0.9077453017234802,0.7552388906478882,0.6399147510528564,15
0.828125,0.5707038044929504,0.8500000238418579,0.796875,0.7179487347602844,0.9333950877189636,0.8333333134651184,0.6410256624221802,16
0.8436090350151062,0.45293933153152466,0.885638415813446,0.8027569055557251,0.7247869372367859,0.8429418802261353,0.7693852782249451,0.6800426244735718,17
0.921875,0.21280960738658905,0.9830508232116699,0.90625,0.7435897588729858,0.8077013492584229,0.7777777910232544,0.7179487347602844,18
0.8673684000968933,0.3844350278377533,0.9002693891525269,0.8375438451766968,0.7262073755264282,0.8409998416900635,0.777821958065033,0.6949573755264282,19
0.765625,0.5357885956764221,0.8032786846160889,0.765625,0.7948718070983887,0.7001323103904724,0.7948718070983887,0.7948718070983887,20
0.8878195285797119,0.32476767897605896,0.9138809442520142,0.8633082509040833,0.7404119372367859,0.8227058053016663,0.780249834060669,0.7098721861839294,21
0.9375,0.21025489270687103,0.949999988079071,0.890625,0.7948718070983887,0.7462387084960938,0.8108108043670654,0.7692307829856873,22
0.8917292952537537,0.31869861483573914,0.9153472781181335,0.8693734407424927,0.7585227489471436,0.7343839406967163,0.7977657914161682,0.7354403138160706,23
0.859375,0.3602001965045929,0.8730158805847168,0.859375,0.692307710647583,0.9491479396820068,0.7222222089767456,0.6666666865348816,24
0.901303231716156,0.28440162539482117,0.9222018122673035,0.8817543983459473,0.7610085010528564,0.7647445201873779,0.7993862628936768,0.7400568127632141,25
0.890625,0.3243265151977539,0.8888888955116272,0.875,0.7692307829856873,0.8767530918121338,0.8055555820465088,0.7435897588729858,26
0.9063659310340881,0.27345407009124756,0.9228730201721191,0.8900752067565918,0.7439630627632141,0.839002788066864,0.791601836681366,0.7230113744735718,27
